;date;campaign_id;ad_set_id;ad_id;cpm;ctr;spend;clicks;impressions;breakdown_set; breakdowns_old;platform;country_code
7501;2021-01-01;23846112834800717;23846120864740717;23846120864730717;1.05263158;0.0;0.02;0;19;{country};"{""country"": ""MX""}";android;MX
7505;2021-01-01;23846112834800717;23846402450660717;23846402450640717;0.75268817;0.53763441;0.14;1;186;{country};"{""country"": ""IN""}";android;IN
7519;2021-01-01;23846112834800717;23846120864740717;23846120864730717;0.53861129;1.62232317;0.83;25;1541;{country};"{""country"": ""IN""}";android;IN
7604;2021-01-01;23846112834800717;23846120229140717;23846120229130717;1.769437;0.26809651;0.66;1;373;{country};"{""country"": ""RU""}";android;RU
7628;2021-01-01;23846112834800717;23846120229140717;23846120229130717;2.5;0.0;0.03;0;12;{country};"{""country"": ""MX""}";android;MX
7653;2021-01-01;23846112834800717;23846120229140717;23846120229130717;0.49511855;0.76708508;0.71;11;1434;{country};"{""country"": ""IN""}";android;IN
7729;2021-01-01;23846112834800717;23846395566540717;23846395566530717;3.2;0.0;0.16;0;50;{country};"{""country"": ""RU""}";android;RU
7743;2021-01-01;23846112834800717;23846395566540717;23846395566530717;5.0;0.0;0.01;0;2;{country};"{""country"": ""MX""}";android;MX
7756;2021-01-01;23846112834800717;23846395566540717;23846395566530717;0.88235294;0.0;0.06;0;68;{country};"{""country"": ""IN""}";android;IN
7780;2021-01-01;23846112834800717;23846395566540717;23846395566530717;40.0;0.0;0.04;0;1;{country};"{""country"": ""AU""}";android;AU
7826;2021-01-01;23846374662710717;23846375201710717;23846375201720717;63.22580645;0.0;1.96;0;31;{country};"{""country"": ""AU""}";android;AU
7846;2021-01-01;23846374662710717;23846375201710717;23846375201690717;30.0;0.0;0.03;0;1;{country};"{""country"": ""AU""}";android;AU
7902;2021-01-01;23846374662710717;23846374662760717;23846374662800717;47.69911504;0.0;5.39;0;113;{country};"{""country"": ""AU""}";android;AU
7932;2021-01-01;23846112834800717;23846147001950717;23846147001970717;1.37931034;0.68965517;0.2;1;145;{country};"{""country"": ""RU""}";android;RU
7952;2021-01-01;23846112834800717;23846147001950717;23846147001970717;0.0;0.0;0.0;0;3;{country};"{""country"": ""MX""}";android;MX
7968;2021-01-01;23846112834800717;23846147001950717;23846147001970717;0.22641509;0.0;0.06;0;265;{country};"{""country"": ""IN""}";android;IN
8025;2021-01-01;23846112834800717;23846147001950717;23846147001960717;1.23595506;0.0;0.11;0;89;{country};"{""country"": ""RU""}";android;RU
8043;2021-01-01;23846112834800717;23846147001950717;23846147001960717;0.0;0.0;0.0;0;6;{country};"{""country"": ""MX""}";android;MX
8063;2021-01-01;23846112834800717;23846147001950717;23846147001960717;0.49822064;1.60142349;0.28;9;562;{country};"{""country"": ""IN""}";android;IN
8098;2021-01-01;23846513000250520;23846513000260520;23846513000270520;10.16393443;1.63934426;0.62;1;61;{country};"{""country"": ""AU""}";android;AU
8438;2021-01-01;23846513005790520;23846513005800520;23846513005810520;16.17492492;0.78828829;43.09;21;2664;{country};"{""country"": ""AU""}";ios;AU
8519;2021-01-01;23846486911830520;23846486911820520;23846486911810520;1.95836382;0.89368833;452.29;2064;230953;{country};"{""country"": ""RU""}";android;RU
8523;2021-01-01;23846486911830520;23846486911820520;23846486911810520;0.34331122;1.2508097;37.63;1371;109609;{country};"{""country"": ""IN""}";android;IN
8532;2021-01-01;23846486786960520;23846486786940520;23846486786950520;1.69888848;0.81652004;32.25;155;18983;{country};"{""country"": ""MX""}";ios;MX
8584;2021-01-01;23846433475350520;23846433475340520;23846433475330520;11.96551922;0.46600649;143.78964443532;56;12017;{country};"{""country"": ""AU""}";android;AU
8614;2021-01-01;23846433090270520;23846433090350520;23846433090520520;12.01318558;0.58310244;290.49084054792;141;24181;{country};"{""country"": ""AU""}";ios;AU
8684;2021-01-01;23846882600420262;23846882600630262;23846882600620262;14.16666667;0.0;0.34;0;24;{country};"{""country"": ""RU""}";android;RU
8690;2021-01-01;23846882600420262;23846882600630262;23846882600620262;0.0;0.0;0.0;0;2;{country};"{""country"": ""MX""}";android;MX
8701;2021-01-01;23846882600420262;23846882600630262;23846882600620262;1.33333333;0.0;0.02;0;15;{country};"{""country"": ""IN""}";android;IN
8718;2021-01-01;23846882600420262;23846882600630262;23846882600620262;26.0;0.0;0.39;0;15;{country};"{""country"": ""AU""}";android;AU
8757;2021-01-01;23846882600430262;23846882600560262;23846882600610262;6.96569921;0.26385224;2.64;1;379;{country};"{""country"": ""RU""}";ios;RU
8782;2021-01-01;23846882600430262;23846882600560262;23846882600610262;3.46122449;1.3877551;4.24;17;1225;{country};"{""country"": ""MX""}";ios;MX
8809;2021-01-01;23846882600430262;23846882600560262;23846882600610262;3.55428571;0.91428571;3.11;8;875;{country};"{""country"": ""IN""}";ios;IN
8859;2021-01-01;23846882600430262;23846882600550262;23846882600540262;20.36231884;0.28985507;14.05;2;690;{country};"{""country"": ""AU""}";ios;AU
8904;2021-01-01;23846882600430262;23846882600550262;23846882600530262;3.2678245;1.73674589;7.15;38;2188;{country};"{""country"": ""RU""}";ios;RU
8928;2021-01-01;23846882600430262;23846882600550262;23846882600530262;3.56481481;0.92592593;2.31;6;648;{country};"{""country"": ""MX""}";ios;MX
9008;2021-01-01;23846882600420262;23846882600640262;23846882600590262;22.33030091;0.55983205;63.82;16;2858;{country};"{""country"": ""AU""}";android;AU
9047;2021-01-01;23846882600420262;23846882600640262;23846882600580262;8.91089109;0.99009901;0.9;1;101;{country};"{""country"": ""RU""}";android;RU
9071;2021-01-01;23846882600420262;23846882600640262;23846882600580262;4.2887931;1.29310345;1.99;6;464;{country};"{""country"": ""MX""}";android;MX
9094;2021-01-01;23846882600420262;23846882600640262;23846882600580262;3.68644068;0.42372881;0.87;1;236;{country};"{""country"": ""IN""}";android;IN
9139;2021-01-01;23846882600420262;23846882600640262;23846882600580262;24.40816327;0.27210884;17.94;2;735;{country};"{""country"": ""AU""}";android;AU
9178;2021-01-01;23846882600420262;23846882600640262;23846882600590262;4.81395349;1.86046512;2.07;8;430;{country};"{""country"": ""IN""}";android;IN
9204;2021-01-01;23846882600440262;23846882600520262;23846882600510262;2.30618253;1.4720314;2.35;15;1019;{country};"{""country"": ""IN""}";ios;IN
9247;2021-01-01;23846882600440262;23846882600520262;23846882600510262;21.2195122;4.87804878;0.87;2;41;{country};"{""country"": ""AU""}";ios;AU
9293;2021-01-01;23846882600440262;23846882600480262;23846882600500262;6.42244739;0.7014809;8.24;9;1283;{country};"{""country"": ""RU""}";ios;RU
9318;2021-01-01;23846882600440262;23846882600480262;23846882600500262;3.88181818;1.0;4.27;11;1100;{country};"{""country"": ""MX""}";ios;MX
9345;2021-01-01;23846882600440262;23846882600480262;23846882600500262;4.64516129;0.64516129;1.44;2;310;{country};"{""country"": ""IN""}";ios;IN
9402;2021-01-01;23846882600430262;23846882600560262;23846882600570262;3.99348727;0.88809947;13.49;30;3378;{country};"{""country"": ""RU""}";ios;RU
9425;2021-01-01;23846882600430262;23846882600560262;23846882600570262;2.61758691;1.32924335;2.56;13;978;{country};"{""country"": ""MX""}";ios;MX
9429;2021-01-01;23846882600440262;23846882600520262;23846882600510262;3.64779874;0.62893082;5.22;9;1431;{country};"{""country"": ""RU""}";ios;RU
9452;2021-01-01;23846882600440262;23846882600520262;23846882600510262;3.27810651;0.71005917;2.77;6;845;{country};"{""country"": ""MX""}";ios;MX
9507;2021-01-01;23846864424300262;23846864424330262;23846864424380262;57.21311475;0.81967213;6.98;1;122;{country};"{""country"": ""AU""}";ios;AU
9536;2021-01-01;23846864424300262;23846864424370262;23846864424350262;21.88087774;0.94043887;6.98;3;319;{country};"{""country"": ""RU""}";ios;RU
9556;2021-01-01;23846864424300262;23846864424370262;23846864424350262;22.16216216;8.10810811;0.82;3;37;{country};"{""country"": ""MX""}";ios;MX
9575;2021-01-01;23846864424300262;23846864424370262;23846864424350262;4.70588235;0.0;0.08;0;17;{country};"{""country"": ""IN""}";ios;IN
9617;2021-01-01;23846864424300262;23846864424370262;23846864424350262;104.80769231;0.48076923;65.4;3;624;{country};"{""country"": ""AU""}";ios;AU
9631;2021-01-01;23846864424300262;23846864424370262;23846864424340262;3.33333333;0.0;0.01;0;3;{country};"{""country"": ""RU""}";ios;RU
9651;2021-01-01;23846864424300262;23846864424370262;23846864424340262;85.92592593;0.0;2.32;0;27;{country};"{""country"": ""AU""}";ios;AU
9667;2021-01-01;23846882600440262;23846882600480262;23846882600500262;19.5748503;1.01796407;32.69;17;1670;{country};"{""country"": ""AU""}";ios;AU
9711;2021-01-01;23846882600440262;23846882600480262;23846882600470262;3.24456413;0.71813285;32.53;72;10026;{country};"{""country"": ""RU""}";ios;RU
9736;2021-01-01;23846882600440262;23846882600480262;23846882600470262;2.98669891;0.96735187;2.47;8;827;{country};"{""country"": ""MX""}";ios;MX
9763;2021-01-01;23846882600440262;23846882600480262;23846882600470262;2.58741259;1.63170163;1.11;7;429;{country};"{""country"": ""IN""}";ios;IN
9807;2021-01-01;23846853080700262;23846853080670262;23846853674520262;13.83561644;1.36986301;1.01;1;73;{country};"{""country"": ""AU""}";ios;AU
9838;2021-01-01;23846853080700262;23846853080670262;23846853674510262;3.52517986;0.71942446;0.49;1;139;{country};"{""country"": ""RU""}";ios;RU
9856;2021-01-01;23846853080700262;23846853080670262;23846853674510262;2.0;0.0;0.04;0;20;{country};"{""country"": ""MX""}";ios;MX
9877;2021-01-01;23846853080700262;23846853080670262;23846853674510262;0.90909091;0.0;0.01;0;11;{country};"{""country"": ""IN""}";ios;IN
9915;2021-01-01;23846853080700262;23846853080670262;23846853674510262;36.66666667;0.0;0.77;0;21;{country};"{""country"": ""AU""}";ios;AU
9945;2021-01-01;23846853080700262;23846853080720262;23846853674450262;1.84818482;0.0;0.56;0;303;{country};"{""country"": ""RU""}";ios;RU
9964;2021-01-01;23846853080700262;23846853080720262;23846853674450262;1.11111111;0.0;0.02;0;18;{country};"{""country"": ""MX""}";ios;MX
9976;2021-01-01;23846825999900262;23846826009780262;23846881256780262;5.0;0.0;0.01;0;2;{country};"{""country"": ""RU""}";ios;RU
9986;2021-01-01;23846825999900262;23846826009780262;23846881256780262;2.5;0.0;0.01;0;4;{country};"{""country"": ""MX""}";ios;MX
9993;2021-01-01;23846825999900262;23846826009780262;23846881256780262;5.0;0.0;0.01;0;2;{country};"{""country"": ""IN""}";ios;IN
10013;2021-01-01;23846825999900262;23846826009780262;23846881256780262;7.5;0.0;0.03;0;4;{country};"{""country"": ""AU""}";ios;AU
10040;2021-01-01;23846864424300262;23846864424330262;23846864424380262;3.33333333;0.0;0.02;0;6;{country};"{""country"": ""RU""}";ios;RU
10055;2021-01-01;23846864424300262;23846864424330262;23846864424380262;9.16666667;0.0;0.11;0;12;{country};"{""country"": ""MX""}";ios;MX
10083;2021-01-01;23846853080700262;23846853080720262;23846853674450262;11.0;0.0;0.22;0;20;{country};"{""country"": ""AU""}";ios;AU
10114;2021-01-01;23846852937490262;23846852937540262;23846853622210262;10.43478261;0.0;0.24;0;23;{country};"{""country"": ""RU""}";ios;RU
10128;2021-01-01;23846852937490262;23846852937540262;23846853622210262;6.17647059;2.94117647;0.21;1;34;{country};"{""country"": ""MX""}";ios;MX
10149;2021-01-01;23846852937490262;23846852937540262;23846853622210262;1.66666667;0.0;0.01;0;6;{country};"{""country"": ""IN""}";ios;IN
10187;2021-01-01;23846852937490262;23846852937540262;23846853622210262;24.85294118;0.73529412;3.38;1;136;{country};"{""country"": ""AU""}";ios;AU
10217;2021-01-01;23846852937490262;23846852937550262;23846853622200262;21.55015198;1.51975684;7.09;5;329;{country};"{""country"": ""RU""}";ios;RU
10234;2021-01-01;23846852937490262;23846852937550262;23846853622200262;20.98360656;0.0;1.28;0;61;{country};"{""country"": ""MX""}";ios;MX
10253;2021-01-01;23846852937490262;23846852937550262;23846853622200262;2.77777778;0.0;0.05;0;18;{country};"{""country"": ""IN""}";ios;IN
10287;2021-01-01;23846864424300262;23846864424330262;23846864424260262;15.91549296;1.4084507;1.13;1;71;{country};"{""country"": ""AU""}";ios;AU
10309;2021-01-01;23846864398700262;23846864398670262;23846864398720262;18.0;0.0;0.09;0;5;{country};"{""country"": ""RU""}";ios;RU
10321;2021-01-01;23846864398700262;23846864398670262;23846864398720262;12.5;0.0;0.2;0;16;{country};"{""country"": ""MX""}";ios;MX
10337;2021-01-01;23846864398700262;23846864398670262;23846864398720262;6.66666667;0.0;0.02;0;3;{country};"{""country"": ""IN""}";ios;IN
10365;2021-01-01;23846864398700262;23846864398670262;23846864398720262;48.20512821;0.0;9.4;0;195;{country};"{""country"": ""AU""}";ios;AU
10369;2021-01-01;23846864398700262;23846864398600262;23846864398690262;15.0;0.0;0.03;0;2;{country};"{""country"": ""RU""}";ios;RU
10371;2021-01-01;23846864398700262;23846864398600262;23846864398690262;0.0;0.0;0.0;0;3;{country};"{""country"": ""MX""}";ios;MX
10382;2021-01-01;23846864398700262;23846864398600262;23846864398690262;25.0;0.0;0.05;0;2;{country};"{""country"": ""AU""}";ios;AU
10401;2021-01-01;23846864398700262;23846864398670262;23846864398650262;2.0;0.0;0.01;0;5;{country};"{""country"": ""RU""}";ios;RU
10415;2021-01-01;23846864398700262;23846864398670262;23846864398650262;3.04347826;0.0;0.07;0;23;{country};"{""country"": ""MX""}";ios;MX
10430;2021-01-01;23846864398700262;23846864398670262;23846864398650262;0.0;0.0;0.0;0;1;{country};"{""country"": ""IN""}";ios;IN
10458;2021-01-01;23846864398700262;23846864398670262;23846864398650262;29.14012739;0.95541401;9.15;3;314;{country};"{""country"": ""AU""}";ios;AU
10461;2021-01-01;23846864398700262;23846864398600262;23846864398620262;14.38247012;1.99203187;3.61;5;251;{country};"{""country"": ""RU""}";ios;RU
10472;2021-01-01;23846864398700262;23846864398600262;23846864398620262;15.14285714;0.0;0.53;0;35;{country};"{""country"": ""MX""}";ios;MX
10489;2021-01-01;23846864398700262;23846864398600262;23846864398620262;8.33333333;0.0;0.05;0;6;{country};"{""country"": ""IN""}";ios;IN
10518;2021-01-01;23846864398700262;23846864398600262;23846864398620262;71.2654321;0.0;23.09;0;324;{country};"{""country"": ""AU""}";ios;AU
10536;2021-01-01;23846864398700262;23846864398600262;23846864398610262;21.86915888;0.93457944;2.34;1;107;{country};"{""country"": ""RU""}";ios;RU
10547;2021-01-01;23846864398700262;23846864398600262;23846864398610262;34.0;0.0;0.17;0;5;{country};"{""country"": ""MX""}";ios;MX
10560;2021-01-01;23846864398700262;23846864398600262;23846864398610262;0.0;0.0;0.0;0;4;{country};"{""country"": ""IN""}";ios;IN
10584;2021-01-01;23846864398700262;23846864398600262;23846864398610262;78.13333333;0.0;5.86;0;75;{country};"{""country"": ""AU""}";ios;AU
10613;2021-01-01;23846853080700262;23846853080670262;23846853674520262;1.22222222;1.11111111;0.77;7;630;{country};"{""country"": ""RU""}";ios;RU
10633;2021-01-01;23846853080700262;23846853080670262;23846853674520262;5.2;4.0;0.13;1;25;{country};"{""country"": ""MX""}";ios;MX
10656;2021-01-01;23846853080700262;23846853080670262;23846853674520262;0.29411765;0.0;0.02;0;68;{country};"{""country"": ""IN""}";ios;IN
10674;2021-01-01;23846864424300262;23846864424370262;23846864424310262;17.06722362;0.6993007;2.4406129773184;1;143;{country};"{""country"": ""RU""}";ios;RU
10686;2021-01-01;23846864424300262;23846864424370262;23846864424310262;48.43321698;0.0;0.92023112259546;0;19;{country};"{""country"": ""MX""}";ios;MX
10703;2021-01-01;23846864424300262;23846864424370262;23846864424310262;15.0037683;0.0;0.030007536606374;0;2;{country};"{""country"": ""IN""}";ios;IN
10733;2021-01-01;23846864424300262;23846864424370262;23846864424310262;185.64333346;1.64609053;45.111330031582;4;243;{country};"{""country"": ""AU""}";ios;AU
10755;2021-01-01;23846864424300262;23846864424370262;23846864424290262;155.45454545;0.0;1.71;0;11;{country};"{""country"": ""AU""}";ios;AU
10773;2021-01-01;23846864424300262;23846864424330262;23846864424260262;0.0;0.0;0.0;0;1;{country};"{""country"": ""RU""}";ios;RU
10784;2021-01-01;23846864424300262;23846864424330262;23846864424260262;2.85714286;0.0;0.02;0;7;{country};"{""country"": ""MX""}";ios;MX
10811;2021-01-01;23846852937490262;23846852937550262;23846853622200262;63.40336134;1.68067227;15.09;4;238;{country};"{""country"": ""AU""}";ios;AU
10825;2021-01-01;23846852937490262;23846852937550262;23846853622190262;22.0;0.0;0.11;0;5;{country};"{""country"": ""RU""}";ios;RU
10848;2021-01-01;23846852937490262;23846852937550262;23846853622190262;50.0;0.0;0.1;0;2;{country};"{""country"": ""AU""}";ios;AU
10867;2021-01-01;23846852937490262;23846852937550262;23846853622180262;17.43718593;1.50753769;3.47;3;199;{country};"{""country"": ""RU""}";ios;RU
10879;2021-01-01;23846852937490262;23846852937550262;23846853622180262;30.0;7.69230769;0.39;1;13;{country};"{""country"": ""MX""}";ios;MX
10892;2021-01-01;23846852937490262;23846852937550262;23846853622180262;10.0;0.0;0.02;0;2;{country};"{""country"": ""IN""}";ios;IN
10923;2021-01-01;23846852937490262;23846852937550262;23846853622180262;43.78378378;1.35135135;3.24;1;74;{country};"{""country"": ""AU""}";ios;AU
10933;2021-01-01;23846852937490262;23846852937550262;23846853622170262;30.0;0.0;0.03;0;1;{country};"{""country"": ""RU""}";ios;RU
10947;2021-01-01;23846852937490262;23846852937550262;23846853622170262;10.0;0.0;0.01;0;1;{country};"{""country"": ""AU""}";ios;AU
10974;2021-01-01;23846882600430262;23846882600550262;23846882600530262;2.07263619;1.22103945;6.62;39;3194;{country};"{""country"": ""IN""}";ios;IN
