;date;campaign_id;ad_set_id;ad_id;cpm;ctr;spend;clicks;impressions;breakdown_set; breakdowns_old;platform;country_code
361672;2021-01-14;23846864424300262;23846864424370262;23846864424340262;605.71770916;0.0;8.4800479282622;0;14;{country};"{""country"": ""AU""}";ios;AU
361688;2021-01-14;23846864398700262;23846864398600262;23846864398630262;10.0;0.0;0.02;0;2;{country};"{""country"": ""RU""}";ios;RU
361700;2021-01-14;23846864398700262;23846864398600262;23846864398630262;50.0;0.0;0.55;0;11;{country};"{""country"": ""AU""}";ios;AU
361715;2021-01-14;23846826212900262;23846826212880262;23846853362610262;26.66666667;0.0;0.08;0;3;{country};"{""country"": ""MX""}";ios;MX
361728;2021-01-14;23846826212900262;23846826212880262;23846853362610262;30.0;0.0;0.15;0;5;{country};"{""country"": ""AU""}";ios;AU
361737;2021-01-14;23846669413240262;23846669413220262;23846853174190262;46.80412371;0.0;4.54;0;97;{country};"{""country"": ""AU""}";android;AU
361753;2021-01-14;23846826092990262;23846826093150262;23846827439990262;5.5;0.0;0.11;0;20;{country};"{""country"": ""RU""}";ios;RU
361763;2021-01-14;23846826092990262;23846826093150262;23846827439990262;0.0;0.0;0.0;0;2;{country};"{""country"": ""MX""}";ios;MX
361773;2021-01-14;23846826092990262;23846826093150262;23846827439990262;10.0;0.0;0.01;0;1;{country};"{""country"": ""IN""}";ios;IN
361794;2021-01-14;23846826092990262;23846826093150262;23846827439990262;26.66666667;33.33333333;0.08;1;3;{country};"{""country"": ""AU""}";ios;AU
361810;2021-01-14;23846826271770262;23846826271780262;23846827061970262;3.85437212;0.0;0.15032051282051;0;39;{country};"{""country"": ""RU""}";ios;RU
361816;2021-01-14;23846826271770262;23846826271780262;23846827061970262;8.58974359;0.0;0.060128205128205;0;7;{country};"{""country"": ""MX""}";ios;MX
361827;2021-01-14;23846826271770262;23846826271780262;23846827061970262;0.0;0.0;0.0;0;8;{country};"{""country"": ""IN""}";ios;IN
361870;2021-01-14;23846927629360262;23846927629350262;23846927786940262;21.24489943;1.85185185;1.1472245693858;1;54;{country};"{""country"": ""AU""}";android;AU
361897;2021-01-14;23846927629360262;23846927629350262;23846927786920262;7.06071766;0.0;0.31067157712305;0;44;{country};"{""country"": ""RU""}";android;RU
361911;2021-01-14;23846927629360262;23846927629350262;23846927786920262;10.02166378;0.0;0.11023830155979;0;11;{country};"{""country"": ""MX""}";android;MX
361926;2021-01-14;23846927629360262;23846927629350262;23846927786920262;1.36659052;0.0;0.030064991334489;0;22;{country};"{""country"": ""IN""}";android;IN
361952;2021-01-14;23846927629360262;23846927629350262;23846927786920262;110.23830156;0.0;0.11023830155979;0;1;{country};"{""country"": ""AU""}";android;AU
361967;2021-01-14;23846927629360262;23846927629470262;23846927786880262;5.01872659;0.0;0.050187265917603;0;10;{country};"{""country"": ""RU""}";android;RU
361983;2021-01-14;23846927629360262;23846927629470262;23846927786880262;0.0;0.0;0.0;0;2;{country};"{""country"": ""IN""}";android;IN
362021;2021-01-14;23846927629360262;23846927629470262;23846927786860262;4.19663172;0.0;0.20143832276938;0;48;{country};"{""country"": ""RU""}";android;RU
362038;2021-01-14;23846927629360262;23846927629470262;23846927786860262;8.21656317;0.0;0.31222940029254;0;38;{country};"{""country"": ""MX""}";android;MX
362053;2021-01-14;23846927629360262;23846927629470262;23846927786860262;2.83965918;2.20264317;0.64460263286202;5;227;{country};"{""country"": ""IN""}";android;IN
362083;2021-01-14;23846927629360262;23846927629490262;23846927786840262;2.12480292;0.0;0.25072674418605;0;118;{country};"{""country"": ""RU""}";android;RU
362095;2021-01-14;23846927629360262;23846927629490262;23846927786840262;10.02906977;0.0;0.020058139534884;0;2;{country};"{""country"": ""MX""}";android;MX
362111;2021-01-14;23846927629360262;23846927629490262;23846927786840262;0.64703676;1.61290323;0.040116279069767;1;62;{country};"{""country"": ""IN""}";android;IN
362140;2021-01-14;23846927629360262;23846927629490262;23846927786840262;10.02906977;0.0;0.010029069767442;0;1;{country};"{""country"": ""AU""}";android;AU
362157;2021-01-14;23846927629360262;23846927629490262;23846927786830262;7.14285714;7.14285714;0.1;1;14;{country};"{""country"": ""RU""}";android;RU
362173;2021-01-14;23846927629360262;23846927629490262;23846927786830262;0.0;0.0;0.0;0;9;{country};"{""country"": ""IN""}";android;IN
362204;2021-01-14;23846911615830262;23846911615870262;23846911637830262;120.0;0.0;0.12;0;1;{country};"{""country"": ""RU""}";android;RU
362213;2021-01-14;23846911615830262;23846911615870262;23846911637830262;5.0;0.0;0.02;0;4;{country};"{""country"": ""MX""}";android;MX
362241;2021-01-14;23846911615830262;23846911615870262;23846911637830262;47.5;0.0;0.38;0;8;{country};"{""country"": ""AU""}";android;AU
362254;2021-01-14;23846911615830262;23846911615840262;23846911637360262;50.0;0.0;0.2;0;4;{country};"{""country"": ""MX""}";android;MX
362260;2021-01-14;23846911615830262;23846911615840262;23846911637360262;6.25;0.0;0.05;0;8;{country};"{""country"": ""IN""}";android;IN
362272;2021-01-14;23846927629360262;23846927629480262;23846927786970262;0.0;0.0;0.0;0;3;{country};"{""country"": ""IN""}";android;IN
362291;2021-01-14;23846927629360262;23846927629480262;23846927786970262;50.07583418;0.0;0.050075834175935;0;1;{country};"{""country"": ""AU""}";android;AU
362319;2021-01-14;23846927629360262;23846927629350262;23846927786940262;10.06337342;0.0;0.44278843028924;0;44;{country};"{""country"": ""RU""}";android;RU
362340;2021-01-14;23846927629360262;23846927629350262;23846927786940262;3.6960026;0.36363636;1.0164007149821;1;275;{country};"{""country"": ""MX""}";android;MX
362361;2021-01-14;23846927629360262;23846927629350262;23846927786940262;4.93674922;1.88679245;0.78494312642184;3;159;{country};"{""country"": ""IN""}";android;IN
362399;2021-01-14;23846826271770262;23846826271780262;23846827057470262;7.57664963;0.27472527;2.757900466563;1;364;{country};"{""country"": ""RU""}";ios;RU
362411;2021-01-14;23846999873110262;23846999873070262;23846999873090262;24.96236027;0.0;4.6180366492147;0;185;{country};"{""country"": ""AU""}";android;AU
362458;2021-01-14;23846989568510262;23846989568490262;23846989575850262;27.55342141;0.0;2.6726818768833;0;97;{country};"{""country"": ""AU""}";android;AU
362480;2021-01-14;23846989163850262;23846989163780262;23846989163830262;15.89746572;0.74487896;8.5369390910028;4;537;{country};"{""country"": ""RU""}";ios;RU
362499;2021-01-14;23846989163850262;23846989163780262;23846989163830262;10.2607441;0.0;0.33860455529218;0;33;{country};"{""country"": ""MX""}";ios;MX
362518;2021-01-14;23846989163850262;23846989163780262;23846989163830262;0.0;0.0;0.0;0;8;{country};"{""country"": ""IN""}";ios;IN
362555;2021-01-14;23846989163850262;23846989163780262;23846989163830262;76.76556697;1.64609053;18.654032773369;4;243;{country};"{""country"": ""AU""}";ios;AU
362575;2021-01-14;23846989163850262;23846989163870262;23846989163770262;8.21814045;0.81300813;1.0108312757202;1;123;{country};"{""country"": ""RU""}";ios;RU
362592;2021-01-14;23846989163850262;23846989163870262;23846989163770262;3.63935653;0.0;0.1200987654321;0;33;{country};"{""country"": ""MX""}";ios;MX
362610;2021-01-14;23846826092990262;23846826093060262;23847024978130262;4.41955199;0.0;0.82203667086105;0;186;{country};"{""country"": ""MX""}";ios;MX
362637;2021-01-14;23846826092990262;23846826093060262;23847024978130262;2.79086524;0.0;0.11163460962311;0;40;{country};"{""country"": ""IN""}";ios;IN
362686;2021-01-14;23846826092990262;23846826093060262;23847024978130262;35.18736205;0.0;4.2928581700521;0;122;{country};"{""country"": ""AU""}";ios;AU
362707;2021-01-14;23846989101990262;23846989102070262;23847024992300262;33.77641812;2.85714286;1.1821746342935;1;35;{country};"{""country"": ""AU""}";ios;AU
362746;2021-01-14;23846826092990262;23846826093150262;23847024959990262;7.10769326;0.74349442;1.9119694868239;2;269;{country};"{""country"": ""RU""}";ios;RU
362768;2021-01-14;23846826092990262;23846826093150262;23847024959990262;6.79525257;0.50505051;1.3454600092464;1;198;{country};"{""country"": ""MX""}";ios;MX
362794;2021-01-14;23846826092990262;23846826093150262;23847024959990262;1.4925601;0.0;0.091046166039231;0;61;{country};"{""country"": ""IN""}";ios;IN
362842;2021-01-14;23846826092990262;23846826093150262;23847024959990262;31.30308434;0.0;4.9771904101446;0;159;{country};"{""country"": ""AU""}";ios;AU
362880;2021-01-14;23846852774330262;23846852774360262;23847024939440262;4.39660195;1.07526882;2.0444199054527;5;465;{country};"{""country"": ""RU""}";android;RU
362903;2021-01-14;23846852774330262;23846852774360262;23847024939440262;4.06167321;0.87719298;1.8521229836527;4;456;{country};"{""country"": ""MX""}";android;MX
362917;2021-01-14;23846989132470262;23846989132370262;23846989132430262;2.00224467;0.0;0.010011223344557;0;5;{country};"{""country"": ""MX""}";ios;MX
362919;2021-01-14;23846989101990262;23846989102160262;23846989102100262;4.00783546;0.0;0.020039177277179;0;5;{country};"{""country"": ""MX""}";ios;MX
362928;2021-01-14;23846989101990262;23846989102160262;23846989102100262;0.0;0.0;0.0;0;2;{country};"{""country"": ""IN""}";ios;IN
362947;2021-01-14;23846989101990262;23846989102160262;23846989102100262;16.6993144;0.0;0.1001958863859;0;6;{country};"{""country"": ""AU""}";ios;AU
362959;2021-01-14;23846942841110262;23846942841120262;23846943711910262;6.66666667;0.0;0.04;0;6;{country};"{""country"": ""RU""}";ios;RU
362964;2021-01-14;23846942841110262;23846942841120262;23846943711910262;25.0;0.0;0.05;0;2;{country};"{""country"": ""MX""}";ios;MX
362969;2021-01-14;23846942841110262;23846942841120262;23846943711910262;6.0;20.0;0.03;1;5;{country};"{""country"": ""IN""}";ios;IN
362978;2021-01-14;23846942841110262;23846942841120262;23846943711910262;40.0;0.0;0.2;0;5;{country};"{""country"": ""AU""}";ios;AU
362991;2021-01-14;23846942841110262;23846942841120262;23846943711880262;10.01785714;0.0;0.010017857142857;0;1;{country};"{""country"": ""RU""}";ios;RU
363000;2021-01-14;23846942841110262;23846942841120262;23846943711880262;3.50625;0.0;0.070125;0;20;{country};"{""country"": ""MX""}";ios;MX
363006;2021-01-14;23846942841110262;23846942841120262;23846943711880262;1.25223214;0.0;0.010017857142857;0;8;{country};"{""country"": ""IN""}";ios;IN
363022;2021-01-14;23846942841110262;23846942841120262;23846943711880262;22.3125;0.0;0.490875;0;22;{country};"{""country"": ""AU""}";ios;AU
363028;2021-01-14;23846942841110262;23846942841140262;23846943711670262;10.0;0.0;0.01;0;1;{country};"{""country"": ""RU""}";ios;RU
363029;2021-01-14;23846942841110262;23846942841140262;23846943711670262;0.0;0.0;0.0;0;1;{country};"{""country"": ""MX""}";ios;MX
363033;2021-01-14;23846942841110262;23846942841140262;23846943711670262;25.0;0.0;0.05;0;2;{country};"{""country"": ""AU""}";ios;AU
363040;2021-01-14;23846942757170262;23846942757180262;23846943281840262;2.04487964;0.0;0.010224398204814;0;5;{country};"{""country"": ""RU""}";android;RU
363049;2021-01-14;23846942757170262;23846942757180262;23846943281840262;7.66829865;25.0;0.030673194614443;1;4;{country};"{""country"": ""MX""}";android;MX
363055;2021-01-14;23846942757170262;23846942757180262;23846943281840262;0.0;0.0;0.0;0;2;{country};"{""country"": ""IN""}";android;IN
363065;2021-01-14;23846942757170262;23846942757180262;23846943281840262;245.38555692;0.0;0.49077111383109;0;2;{country};"{""country"": ""AU""}";android;AU
363078;2021-01-14;23846942757170262;23846942757180262;23846943281800262;6.44684291;0.0;0.14183054393305;0;22;{country};"{""country"": ""RU""}";android;RU
363085;2021-01-14;23846942757170262;23846942757180262;23846943281800262;12.15690377;0.0;0.060784518828452;0;5;{country};"{""country"": ""MX""}";android;MX
363094;2021-01-14;23846942757170262;23846942757180262;23846943281800262;0.0;0.0;0.0;0;1;{country};"{""country"": ""IN""}";android;IN
363108;2021-01-14;23846942757170262;23846942757180262;23846943281800262;126.63441423;0.0;0.25326882845188;0;2;{country};"{""country"": ""AU""}";android;AU
363132;2021-01-14;23846826271770262;23846826271780262;23846827057470262;6.6762362;0.86956522;0.7677671628527;1;115;{country};"{""country"": ""MX""}";ios;MX
363150;2021-01-14;23846826271770262;23846826271780262;23846827057470262;4.8769239;0.57471264;0.84858475894246;1;174;{country};"{""country"": ""IN""}";ios;IN
363180;2021-01-14;23846826271770262;23846826271780262;23846827057470262;29.38821676;0.0;0.32327038435903;0;11;{country};"{""country"": ""AU""}";ios;AU
363188;2021-01-14;23846809413650262;23846809413790262;23846809494760262;303.22580645;0.0;9.4;0;31;{country};"{""country"": ""AU""}";android;AU
363248;2021-01-14;23846989101990262;23846989102020262;23846989102090262;25.05762586;1.27388535;3.9340472593871;2;157;{country};"{""country"": ""AU""}";ios;AU
363273;2021-01-14;23846989101990262;23846989102020262;23846989102080262;5.26803672;0.0;0.31081416633506;0;59;{country};"{""country"": ""RU""}";ios;RU
363291;2021-01-14;23846989101990262;23846989102020262;23846989102080262;2.39758473;0.0;0.11028889773179;0;46;{country};"{""country"": ""MX""}";ios;MX
363306;2021-01-14;23846989101990262;23846989102020262;23846989102080262;2.22805854;0.0;0.060157580580979;0;27;{country};"{""country"": ""IN""}";ios;IN
363336;2021-01-14;23846989101990262;23846989102020262;23846989102080262;20.29857013;0.61349693;3.3086669319538;1;163;{country};"{""country"": ""AU""}";ios;AU
363353;2021-01-14;23846989101990262;23846989102070262;23846989102040262;3.85676881;7.69230769;0.050137994480221;1;13;{country};"{""country"": ""RU""}";ios;RU
363361;2021-01-14;23846989101990262;23846989102070262;23846989102040262;6.01655934;0.0;0.030082796688132;0;5;{country};"{""country"": ""MX""}";ios;MX
363395;2021-01-14;23846989101990262;23846989102070262;23846989102040262;11.28104876;0.0;0.090248390064397;0;8;{country};"{""country"": ""AU""}";ios;AU
363413;2021-01-14;23846989101990262;23846989102070262;23846989102030262;10.02646503;0.0;0.010026465028355;0;1;{country};"{""country"": ""RU""}";ios;RU
363424;2021-01-14;23846989101990262;23846989102070262;23846989102030262;3.97275029;1.88679245;0.21055576559546;1;53;{country};"{""country"": ""MX""}";ios;MX
363453;2021-01-14;23846989101990262;23846989102160262;23846989102120262;2.79096629;0.0;0.1814128085542;0;65;{country};"{""country"": ""MX""}";ios;MX
363461;2021-01-14;23846989101990262;23846989102160262;23846989102120262;2.01569787;0.0;0.010078489364122;0;5;{country};"{""country"": ""IN""}";ios;IN
363483;2021-01-14;23846989101990262;23846989102160262;23846989102120262;21.86038538;0.0;1.5520873620748;0;71;{country};"{""country"": ""AU""}";ios;AU
363503;2021-01-14;23846989101990262;23846989102160262;23846989102110262;5.9037785;0.0;0.10036423452003;0;17;{country};"{""country"": ""RU""}";ios;RU
363516;2021-01-14;23846989101990262;23846989102160262;23846989102110262;4.58807929;0.0;0.16058277523205;0;35;{country};"{""country"": ""MX""}";ios;MX
363531;2021-01-14;23846989101990262;23846989102160262;23846989102110262;6.85822269;3.33333333;0.41149336153213;2;60;{country};"{""country"": ""IN""}";ios;IN
363552;2021-01-14;23846989101990262;23846989102160262;23846989102110262;21.77903889;0.0;2.1779038890847;0;100;{country};"{""country"": ""AU""}";ios;AU
363578;2021-01-14;23846989101990262;23846989102020262;23846989102090262;7.71068373;0.0;0.82504315925766;0;107;{country};"{""country"": ""RU""}";ios;RU
363594;2021-01-14;23846989101990262;23846989102020262;23846989102090262;7.10223667;0.0;0.241476046612;0;34;{country};"{""country"": ""MX""}";ios;MX
363613;2021-01-14;23846989101990262;23846989102020262;23846989102090262;4.6662038;0.0;0.32196806214933;0;69;{country};"{""country"": ""IN""}";ios;IN
363630;2021-01-14;23846989101990262;23846989102070262;23846989102000262;31.05340863;3.03030303;1.0247624847747;1;33;{country};"{""country"": ""AU""}";ios;AU
363640;2021-01-14;23846942841110262;23846942841120262;23846943711900262;3.33556747;3.03030303;0.11007372654155;1;33;{country};"{""country"": ""MX""}";ios;MX
363650;2021-01-14;23846942841110262;23846942841120262;23846943711900262;2.91403971;1.64835165;0.53035522788204;3;182;{country};"{""country"": ""IN""}";ios;IN
363675;2021-01-14;23846942841110262;23846942841120262;23846943711900262;16.29662964;0.0;0.57038203753351;0;35;{country};"{""country"": ""AU""}";ios;AU
363698;2021-01-14;23846942841110262;23846942841120262;23846943711890262;4.29724536;0.0;0.030080717488789;0;7;{country};"{""country"": ""RU""}";ios;RU
363713;2021-01-14;23846942841110262;23846942841120262;23846943711890262;4.76278027;0.0;0.19051121076233;0;40;{country};"{""country"": ""MX""}";ios;MX
363730;2021-01-14;23846942841110262;23846942841120262;23846943711890262;4.98231346;1.24223602;0.80215246636771;2;161;{country};"{""country"": ""IN""}";ios;IN
363754;2021-01-14;23846942841110262;23846942841120262;23846943711890262;26.65380031;2.53164557;2.1056502242152;2;79;{country};"{""country"": ""AU""}";ios;AU
363766;2021-01-14;23846942841110262;23846942841140262;23846943711660262;0.0;0.0;0.0;0;1;{country};"{""country"": ""RU""}";ios;RU
363777;2021-01-14;23846942841110262;23846942841140262;23846943711660262;34.84391563;0.0;0.87109789075176;0;25;{country};"{""country"": ""AU""}";ios;AU
363784;2021-01-14;23846942841110262;23846942841140262;23846943711640262;0.0;0.0;0.0;0;1;{country};"{""country"": ""RU""}";ios;RU
363798;2021-01-14;23846942841110262;23846942841140262;23846943711640262;35.73357297;0.0;0.32160215674947;0;9;{country};"{""country"": ""AU""}";ios;AU
363806;2021-01-14;23846942841110262;23846942841140262;23846943711630262;10.0698812;0.0;0.040279524807827;0;4;{country};"{""country"": ""RU""}";ios;RU
363808;2021-01-14;23846942841110262;23846942841140262;23846943711630262;0.0;0.0;0.0;0;1;{country};"{""country"": ""MX""}";ios;MX
363812;2021-01-14;23846942841110262;23846942841140262;23846943711630262;5.0349406;0.0;0.010069881201957;0;2;{country};"{""country"": ""IN""}";ios;IN
363817;2021-01-14;23846942841110262;23846942841140262;23846943711630262;32.95597484;0.0;0.36251572327044;0;11;{country};"{""country"": ""AU""}";ios;AU
363840;2021-01-14;23846989101990262;23846989102160262;23846989102130262;28.59965819;0.0;1.2011856440931;0;42;{country};"{""country"": ""AU""}";ios;AU
363876;2021-01-14;23846942402070262;23846942402150262;23846943281520262;88.26086957;0.0;2.03;0;23;{country};"{""country"": ""AU""}";android;AU
363897;2021-01-14;23846942757170262;23846942757190262;23846943281470262;4.08385436;0.0;0.061257815373299;0;15;{country};"{""country"": ""RU""}";android;RU
363911;2021-01-14;23846942757170262;23846942757190262;23846943281470262;4.33909526;0.0;0.34712762044869;0;80;{country};"{""country"": ""MX""}";android;MX
363925;2021-01-14;23846942757170262;23846942757190262;23846943281470262;4.86738455;2.3255814;0.41859507171754;2;86;{country};"{""country"": ""IN""}";android;IN
363950;2021-01-14;23846942757170262;23846942757190262;23846943281470262;30.62890769;0.0;0.88823832291284;0;29;{country};"{""country"": ""AU""}";android;AU
363971;2021-01-14;23846942757170262;23846942757190262;23846943281450262;40.66350004;0.0;1.3825590013653;0;34;{country};"{""country"": ""RU""}";android;RU
363985;2021-01-14;23846942757170262;23846942757190262;23846943281450262;4.5293329;1.57480315;0.57522527794032;2;127;{country};"{""country"": ""MX""}";android;MX
363998;2021-01-14;23846942757170262;23846942757190262;23846943281450262;2.85397951;2.26244344;1.2614589428516;10;442;{country};"{""country"": ""IN""}";android;IN
364023;2021-01-14;23846942757170262;23846942757190262;23846943281450262;56.38173014;0.0;2.5935595865028;0;46;{country};"{""country"": ""AU""}";android;AU
364040;2021-01-14;23846942757170262;23846942757190262;23846943281440262;8.2364532;0.0;0.12354679802956;0;15;{country};"{""country"": ""RU""}";android;RU
364065;2021-01-14;23846942841110262;23846942841120262;23846943711920262;5.01041667;5.0;0.10020833333333;1;20;{country};"{""country"": ""RU""}";ios;RU
364079;2021-01-14;23846942841110262;23846942841120262;23846943711920262;4.05605159;2.38095238;0.17035416666667;1;42;{country};"{""country"": ""MX""}";ios;MX
364091;2021-01-14;23846942841110262;23846942841120262;23846943711920262;3.00625;0.0;0.1503125;0;50;{country};"{""country"": ""IN""}";ios;IN
364112;2021-01-14;23846942841110262;23846942841120262;23846943711920262;14.89583333;0.0;0.55114583333333;0;37;{country};"{""country"": ""AU""}";ios;AU
364131;2021-01-14;23846942841110262;23846942841120262;23846943711900262;5.86599797;0.0;0.17011394101877;0;29;{country};"{""country"": ""RU""}";ios;RU
364141;2021-01-14;23846942757170262;23846942757190262;23846943281440262;13.727422;0.0;0.041182266009852;0;3;{country};"{""country"": ""AU""}";android;AU
364160;2021-01-14;23846942757170262;23846942757190262;23846943281430262;6.90313139;0.0;0.13115949632739;0;19;{country};"{""country"": ""RU""}";android;RU
364178;2021-01-14;23846942757170262;23846942757190262;23846943281430262;3.6687971;0.0;0.20178384050367;0;55;{country};"{""country"": ""MX""}";android;MX
364191;2021-01-14;23846942757170262;23846942757190262;23846943281430262;3.4224821;3.5335689;0.96856243441763;10;283;{country};"{""country"": ""IN""}";android;IN
364217;2021-01-14;23846942757170262;23846942757190262;23846943281430262;30.0329437;0.0;1.2914165792235;0;43;{country};"{""country"": ""AU""}";android;AU
364235;2021-01-14;23846942402070262;23846942649700262;23846943281360262;4.59459459;0.0;0.17;0;37;{country};"{""country"": ""RU""}";android;RU
364245;2021-01-14;23846942402070262;23846942649700262;23846943281360262;6.36363636;0.0;0.07;0;11;{country};"{""country"": ""MX""}";android;MX
364256;2021-01-14;23846942402070262;23846942649700262;23846943281360262;0.85714286;11.42857143;0.03;4;35;{country};"{""country"": ""IN""}";android;IN
364280;2021-01-14;23846942402070262;23846942649700262;23846943281360262;60.0;0.0;0.12;0;2;{country};"{""country"": ""AU""}";android;AU
364294;2021-01-14;23846942402070262;23846942649700262;23846943281350262;11.66666667;0.0;0.14;0;12;{country};"{""country"": ""RU""}";android;RU
364299;2021-01-14;23846942402070262;23846942649700262;23846943281350262;3.33333333;0.0;0.01;0;3;{country};"{""country"": ""MX""}";android;MX
364317;2021-01-14;23846942402070262;23846942649700262;23846943281350262;30.0;0.0;0.03;0;1;{country};"{""country"": ""AU""}";android;AU
364341;2021-01-14;23846942757170262;23846942757180262;23846943281830262;11.94979406;0.0;0.72893743793446;0;61;{country};"{""country"": ""RU""}";android;RU
364353;2021-01-14;23846942757170262;23846942757180262;23846943281830262;4.15348967;0.0;0.32397219463754;0;78;{country};"{""country"": ""MX""}";android;MX
364365;2021-01-14;23846942757170262;23846942757180262;23846943281830262;2.93315947;0.93457944;0.31384806355511;1;107;{country};"{""country"": ""IN""}";android;IN
364387;2021-01-14;23846942757170262;23846942757180262;23846943281830262;55.08718383;0.0;1.8729642502483;0;34;{country};"{""country"": ""AU""}";android;AU
364406;2021-01-14;23846942402070262;23846942402150262;23846943281520262;11.2244898;0.0;0.55;0;49;{country};"{""country"": ""RU""}";android;RU
364424;2021-01-14;23846942402070262;23846942402150262;23846943281520262;4.16666667;0.83333333;0.5;1;120;{country};"{""country"": ""MX""}";android;MX
364438;2021-01-14;23846942402070262;23846942402150262;23846943281520262;2.57352941;4.41176471;0.35;6;136;{country};"{""country"": ""IN""}";android;IN
364444;2021-01-14;23846927870210262;23846927870190262;23846928247790262;16.05092838;0.0;0.080254641909814;0;5;{country};"{""country"": ""RU""}";ios;RU
364457;2021-01-14;23846927870210262;23846927870190262;23846928247790262;30.09549072;0.0;0.090286472148541;0;3;{country};"{""country"": ""AU""}";ios;AU
364472;2021-01-14;23846927870210262;23846927870190262;23846928247760262;8.0181016;0.0;0.040090507976015;0;5;{country};"{""country"": ""RU""}";ios;RU
364479;2021-01-14;23846927870210262;23846927870190262;23846928247760262;6.0135762;0.0;0.030067880982012;0;5;{country};"{""country"": ""MX""}";ios;MX
364500;2021-01-14;23846927870210262;23846927870190262;23846928247760262;52.02220678;0.0;1.0924663423464;0;21;{country};"{""country"": ""AU""}";ios;AU
364516;2021-01-14;23846927870210262;23846927870160262;23846928247710262;6.66666667;0.0;0.22;0;33;{country};"{""country"": ""RU""}";ios;RU
364526;2021-01-14;23846927870210262;23846927870160262;23846928247710262;4.0;0.0;0.02;0;5;{country};"{""country"": ""MX""}";ios;MX
364536;2021-01-14;23846927870210262;23846927870160262;23846928247710262;4.0;20.0;0.02;1;5;{country};"{""country"": ""IN""}";ios;IN
364554;2021-01-14;23846927870210262;23846927870160262;23846928247710262;82.0;0.0;1.64;0;20;{country};"{""country"": ""AU""}";ios;AU
364566;2021-01-14;23846927870210262;23846927870160262;23846928247700262;15.0;0.0;0.03;0;2;{country};"{""country"": ""RU""}";ios;RU
364575;2021-01-14;23846927870210262;23846927870160262;23846928247700262;0.0;0.0;0.0;0;1;{country};"{""country"": ""MX""}";ios;MX
364580;2021-01-14;23846927870210262;23846927870160262;23846928247700262;0.0;0.0;0.0;0;1;{country};"{""country"": ""IN""}";ios;IN
364593;2021-01-14;23846927870210262;23846927870160262;23846928247700262;76.4516129;0.0;2.37;0;31;{country};"{""country"": ""AU""}";ios;AU
364614;2021-01-14;23846927870210262;23846927870090262;23846928247680262;3.56878013;0.0;0.11063218390805;0;31;{country};"{""country"": ""RU""}";ios;RU
364631;2021-01-14;23846927870210262;23846927870090262;23846928247680262;3.59195402;0.0;0.10057471264368;0;28;{country};"{""country"": ""MX""}";ios;MX
364641;2021-01-14;23846942757170262;23846942757190262;23846943281440262;0.0;0.0;0.0;0;2;{country};"{""country"": ""MX""}";android;MX
364649;2021-01-14;23846942757170262;23846942757190262;23846943281440262;1.3727422;0.0;0.020591133004926;0;15;{country};"{""country"": ""IN""}";android;IN
364668;2021-01-14;23846927870210262;23846927870090262;23846928247670262;2.18470126;3.84615385;0.17040669856459;3;78;{country};"{""country"": ""IN""}";ios;IN
364700;2021-01-14;23846927870210262;23846927870090262;23846928247670262;19.09318751;0.0;0.40095693779904;0;21;{country};"{""country"": ""AU""}";ios;AU
364723;2021-01-14;23846927870210262;23846927870090262;23846928247660262;4.71178191;0.0;0.24030087755955;0;51;{country};"{""country"": ""RU""}";ios;RU
364742;2021-01-14;23846927870210262;23846927870090262;23846928247660262;5.72144947;0.0;0.08010029251985;0;14;{country};"{""country"": ""MX""}";ios;MX
364759;2021-01-14;23846927870210262;23846927870090262;23846928247660262;5.68018901;0.0;0.59073965733389;0;104;{country};"{""country"": ""IN""}";ios;IN
364790;2021-01-14;23846927870210262;23846927870090262;23846928247660262;22.75576492;0.0;2.0025073129962;0;88;{country};"{""country"": ""AU""}";ios;AU
364812;2021-01-14;23846927870210262;23846927870090262;23846928247650262;4.27210657;0.0;0.75189075630252;0;176;{country};"{""country"": ""RU""}";ios;RU
364825;2021-01-14;23846927870210262;23846927870090262;23846928247650262;6.01512605;0.0;0.030075630252101;0;5;{country};"{""country"": ""MX""}";ios;MX
364840;2021-01-14;23846927870210262;23846927870090262;23846928247650262;13.36694678;0.0;0.040100840336134;0;3;{country};"{""country"": ""IN""}";ios;IN
364874;2021-01-14;23846826014940262;23846826014980262;23846938842210262;29.85949418;0.6021678;74.38;15;2491;{country};"{""country"": ""AU""}";ios;AU
364889;2021-01-14;23846927870210262;23846927870180262;23846928247850262;1.66666667;0.0;0.01;0;6;{country};"{""country"": ""MX""}";ios;MX
364893;2021-01-14;23846927870210262;23846927870180262;23846928247850262;0.0;0.0;0.0;0;1;{country};"{""country"": ""IN""}";ios;IN
364907;2021-01-14;23846927870210262;23846927870180262;23846928247850262;20.0;0.0;0.1;0;5;{country};"{""country"": ""AU""}";ios;AU
364916;2021-01-14;23846927870210262;23846927870180262;23846928247830262;0.0;0.0;0.0;0;2;{country};"{""country"": ""MX""}";ios;MX
364930;2021-01-14;23846927870210262;23846927870180262;23846928247820262;5.0;0.0;0.01;0;2;{country};"{""country"": ""RU""}";ios;RU
364935;2021-01-14;23846927870210262;23846927870180262;23846928247820262;2.0;0.0;0.02;0;10;{country};"{""country"": ""MX""}";ios;MX
364949;2021-01-14;23846927870210262;23846927870180262;23846928247820262;10.0;0.0;0.01;0;1;{country};"{""country"": ""AU""}";ios;AU
